ID	Gene	week0.1	week4.1
candidate54_9	candidate54	27	47
candidate54_10	candidate54	23	29
candidate55_1	candidate55	9	11
candidate55_2	candidate55	0	2
candidate55_3	candidate55	4	4
candidate55_4	candidate55	1	2
candidate55_5	candidate55	15	19
candidate55_6	candidate55	2	2
candidate55_7	candidate55	22	19
candidate55_8	candidate55	9	10
candidate55_9	candidate55	16	17
candidate55_10	candidate55	11	15
candidate56_1	candidate56	15	21
candidate56_2	candidate56	27	25
candidate56_3	candidate56	0	0
candidate56_4	candidate56	8	20
candidate56_5	candidate56	43	70
candidate56_6	candidate56	9	17
candidate56_7	candidate56	9	14
candidate56_8	candidate56	32	44
candidate56_9	candidate56	23	24
candidate56_10	candidate56	19	9
candidate57_1	candidate57	29	3
candidate57_2	candidate57	33	38
candidate57_3	candidate57	24	24
candidate57_4	candidate57	2	1
candidate57_5	candidate57	9	9
candidate57_6	candidate57	33	40
candidate57_7	candidate57	37	54
candidate57_8	candidate57	39	40
candidate57_9	candidate57	6	15
candidate57_10	candidate57	3	7
candidate58_1	candidate58	10	3
candidate58_2	candidate58	9	10
candidate58_3	candidate58	25	26
candidate58_4	candidate58	8	17
candidate58_5	candidate58	4	1
candidate58_6	candidate58	8	20
candidate58_7	candidate58	6	23
candidate58_8	candidate58	44	34
candidate58_9	candidate58	78	50
candidate58_10	candidate58	17	28
candidate59_1	candidate59	4	1
candidate59_2	candidate59	13	10
candidate59_3	candidate59	16	6
candidate59_4	candidate59	8	6
candidate59_5	candidate59	11	6
candidate59_6	candidate59	4	0
candidate59_7	candidate59	76	68
candidate59_8	candidate59	56	38
candidate59_9	candidate59	5	6
candidate59_10	candidate59	8	4
candidate60_1	candidate60	74	60
candidate60_2	candidate60	7	7
candidate60_3	candidate60	13	9
candidate60_4	candidate60	22	8
candidate60_5	candidate60	17	10
candidate60_6	candidate60	16	22
candidate60_7	candidate60	13	9
candidate60_8	candidate60	25	34
candidate60_9	candidate60	2	14
candidate60_10	candidate60	9	14
candidate61_1	candidate61	32	40
candidate61_2	candidate61	10	26
candidate61_3	candidate61	64	106
candidate61_4	candidate61	11	11
candidate61_5	candidate61	22	12
candidate61_6	candidate61	15	15
candidate61_7	candidate61	26	40
candidate61_8	candidate61	0	0
candidate61_9	candidate61	39	51
candidate61_10	candidate61	6	9
candidate62_1	candidate62	4	8
candidate62_2	candidate62	11	22
candidate62_3	candidate62	23	31
candidate62_4	candidate62	18	4
candidate62_5	candidate62	5	12
candidate62_6	candidate62	25	16
candidate62_7	candidate62	6	7
candidate62_8	candidate62	48	49
candidate62_9	candidate62	19	7
candidate62_10	candidate62	11	12
candidate63_1	candidate63	8	9
candidate63_2	candidate63	1	2
candidate63_3	candidate63	45	100
candidate63_4	candidate63	22	16
candidate63_5	candidate63	8	1
candidate63_6	candidate63	4	2
candidate63_7	candidate63	10	15
candidate63_8	candidate63	4	19
candidate63_9	candidate63	6	14
candidate63_10	candidate63	2	0
candidate64_1	candidate64	9	20
candidate64_2	candidate64	4	1
candidate64_3	candidate64	30	33
candidate64_4	candidate64	29	14
candidate64_5	candidate64	6	5
candidate64_6	candidate64	10	13
candidate64_7	candidate64	13	5
candidate64_8	candidate64	31	33
candidate64_9	candidate64	16	14
candidate64_10	candidate64	46	42
candidate65_1	candidate65	4	5
candidate65_2	candidate65	28	57
candidate65_3	candidate65	20	45
candidate65_4	candidate65	26	22
candidate65_5	candidate65	8	3
candidate65_6	candidate65	4	6
candidate65_7	candidate65	15	14
candidate65_8	candidate65	4	1
candidate65_9	candidate65	3	1
candidate65_10	candidate65	13	14
candidate66_1	candidate66	2	2
candidate66_2	candidate66	92	72
candidate66_3	candidate66	0	4
candidate66_4	candidate66	17	20
candidate66_5	candidate66	18	30
candidate66_6	candidate66	3	1
candidate66_7	candidate66	10	17
candidate66_8	candidate66	12	17
candidate66_9	candidate66	51	54
candidate66_10	candidate66	8	16
candidate67_1	candidate67	8	17
candidate67_2	candidate67	7	15
candidate67_3	candidate67	19	32
candidate67_4	candidate67	31	42
candidate67_5	candidate67	8	4
candidate67_6	candidate67	31	27
candidate67_7	candidate67	9	6
candidate67_8	candidate67	4	5
candidate67_9	candidate67	33	75
candidate67_10	candidate67	12	12
candidate68_1	candidate68	14	5
candidate68_2	candidate68	4	4
candidate68_3	candidate68	11	17
candidate68_4	candidate68	13	5
candidate68_5	candidate68	5	2
candidate68_6	candidate68	7	4
candidate68_7	candidate68	5	5
candidate68_8	candidate68	7	11
candidate68_9	candidate68	25	19
candidate68_10	candidate68	40	15
candidate70_1	candidate70	12	17
candidate70_2	candidate70	4	8
candidate70_3	candidate70	8	12
candidate70_4	candidate70	19	17
candidate70_5	candidate70	10	8
candidate70_6	candidate70	15	6
candidate70_7	candidate70	3	1
candidate70_8	candidate70	2	8
candidate70_9	candidate70	28	19
candidate70_10	candidate70	5	12
candidate71_1	candidate71	9	10
candidate71_2	candidate71	3	9
candidate71_3	candidate71	20	19
candidate71_4	candidate71	3	8
candidate71_5	candidate71	9	6
candidate71_6	candidate71	5	8
candidate71_7	candidate71	12	16
candidate71_8	candidate71	5	4
candidate71_9	candidate71	22	10
candidate71_10	candidate71	13	7
candidate72_1	candidate72	1	1
candidate72_2	candidate72	6	10
candidate72_3	candidate72	5	6
candidate72_4	candidate72	9	33
candidate72_5	candidate72	11	7
candidate72_6	candidate72	3	3
candidate72_7	candidate72	3	7
candidate72_8	candidate72	2	5
candidate72_9	candidate72	9	10
candidate72_10	candidate72	33	23
candidate73_1	candidate73	23	41
candidate73_2	candidate73	37	29
candidate73_3	candidate73	12	34
candidate73_4	candidate73	3	4
candidate73_5	candidate73	5	0
candidate73_6	candidate73	11	16
candidate73_7	candidate73	22	12
candidate73_8	candidate73	2	10
candidate73_9	candidate73	14	18
candidate73_10	candidate73	19	20
candidate74_1	candidate74	2	3
candidate74_2	candidate74	8	9
candidate74_3	candidate74	3	7
candidate74_4	candidate74	0	1
candidate74_5	candidate74	2	0
candidate74_6	candidate74	19	15
candidate74_7	candidate74	3	5
candidate74_8	candidate74	11	12
candidate74_9	candidate74	11	14
candidate74_10	candidate74	13	12
candidate75_1	candidate75	29	30
candidate75_2	candidate75	17	12
candidate75_3	candidate75	7	12
candidate75_4	candidate75	5	4
candidate75_5	candidate75	12	17
candidate75_6	candidate75	1	0
candidate75_7	candidate75	2	4
candidate75_8	candidate75	15	2
candidate75_9	candidate75	11	15
candidate75_10	candidate75	8	6
candidate76_1	candidate76	14	11
candidate76_2	candidate76	70	64
candidate76_3	candidate76	4	13
candidate76_4	candidate76	14	12
candidate76_5	candidate76	88	65
candidate76_6	candidate76	33	42
candidate76_7	candidate76	22	25
candidate76_8	candidate76	38	48
candidate76_9	candidate76	30	23
candidate76_10	candidate76	41	57
candidate77_1	candidate77	78	65
candidate77_2	candidate77	25	25
candidate77_3	candidate77	3	2
candidate77_4	candidate77	19	20
candidate77_5	candidate77	0	0
candidate77_6	candidate77	28	44
candidate77_7	candidate77	22	27
candidate77_8	candidate77	29	22
candidate77_9	candidate77	17	25
candidate77_10	candidate77	32	32
candidate78_1	candidate78	4	9
candidate78_2	candidate78	86	114
candidate78_3	candidate78	6	4
candidate78_4	candidate78	8	15
candidate78_5	candidate78	4	7
candidate78_6	candidate78	30	18
candidate78_7	candidate78	6	5
candidate78_8	candidate78	10	1
candidate78_9	candidate78	16	37
candidate78_10	candidate78	17	40
candidate79_1	candidate79	0	0
candidate79_2	candidate79	49	53
candidate79_3	candidate79	0	0
candidate79_4	candidate79	0	0
candidate79_5	candidate79	24	39
candidate79_6	candidate79	9	4
candidate79_7	candidate79	40	57
candidate79_8	candidate79	9	15
candidate79_9	candidate79	1	1
candidate79_10	candidate79	39	32
candidate90_1	candidate90	4	10
candidate90_2	candidate90	27	59
candidate90_3	candidate90	7	9
candidate90_4	candidate90	7	14
candidate90_5	candidate90	11	5
candidate90_6	candidate90	12	10
candidate90_7	candidate90	7	10
candidate90_8	candidate90	28	55
candidate90_9	candidate90	7	3
candidate90_10	candidate90	3	1
candidate91_1	candidate91	24	13
candidate91_2	candidate91	3	13
candidate91_3	candidate91	10	12
candidate91_4	candidate91	6	6
candidate91_5	candidate91	13	20
candidate91_6	candidate91	4	19
candidate91_7	candidate91	32	39
candidate91_8	candidate91	12	17
candidate91_9	candidate91	8	18
candidate91_10	candidate91	2	4
candidate92_1	candidate92	7	25
candidate92_2	candidate92	15	11
candidate92_3	candidate92	16	14
candidate92_4	candidate92	43	52
candidate92_5	candidate92	45	54
candidate92_6	candidate92	23	16
candidate92_7	candidate92	0	0
candidate92_8	candidate92	62	94
candidate92_9	candidate92	1	4
candidate92_10	candidate92	11	12
candidate93_1	candidate93	5	6
candidate93_2	candidate93	9	11
candidate93_3	candidate93	1	2
candidate93_4	candidate93	2	6
candidate93_5	candidate93	24	19
candidate93_6	candidate93	36	40
candidate93_7	candidate93	4	1
candidate93_8	candidate93	8	10
candidate93_9	candidate93	14	7
candidate93_10	candidate93	0	0
candidate94_1	candidate94	1	9
candidate94_2	candidate94	145	139
candidate94_3	candidate94	9	14
candidate94_4	candidate94	4	9
candidate94_5	candidate94	4	1
candidate94_6	candidate94	4	2
candidate94_7	candidate94	22	28
candidate94_8	candidate94	17	11
candidate94_9	candidate94	7	5
candidate94_10	candidate94	26	47
candidate97_1	candidate97	7	0
candidate97_2	candidate97	7	5
candidate97_3	candidate97	11	10
candidate97_4	candidate97	5	17
candidate97_5	candidate97	54	75
candidate97_6	candidate97	21	14
candidate97_7	candidate97	24	16
candidate97_8	candidate97	17	12
candidate97_9	candidate97	54	74
candidate97_10	candidate97	8	5
candidate98_1	candidate98	9	14
candidate98_2	candidate98	9	16
candidate98_3	candidate98	5	11
candidate98_4	candidate98	27	35
candidate98_5	candidate98	25	13
candidate98_6	candidate98	13	6
candidate98_7	candidate98	3	8
candidate98_8	candidate98	7	7
candidate98_9	candidate98	55	37
candidate98_10	candidate98	41	57
candidate99_1	candidate99	9	20
candidate99_2	candidate99	7	2
candidate99_3	candidate99	3	2
candidate99_4	candidate99	13	29
candidate99_5	candidate99	89	76
candidate99_6	candidate99	19	16
candidate99_7	candidate99	62	76
candidate99_8	candidate99	38	17
candidate99_9	candidate99	29	44
candidate99_10	candidate99	21	33
candidate500_1	candidate500	30	31
candidate500_2	candidate500	12	8
candidate500_3	candidate500	26	33
candidate500_4	candidate500	32	35
candidate500_5	candidate500	20	40
candidate500_6	candidate500	19	12
candidate500_7	candidate500	21	25
candidate500_8	candidate500	38	27
candidate500_9	candidate500	15	9
candidate500_10	candidate500	0	0
candidate501_1	candidate501	9	4
candidate501_2	candidate501	24	20
candidate501_3	candidate501	4	1
candidate501_4	candidate501	8	5
candidate501_5	candidate501	4	5
candidate501_6	candidate501	28	22
candidate501_7	candidate501	33	27
candidate501_8	candidate501	42	10
candidate501_9	candidate501	1	1
candidate501_10	candidate501	6	3
candidate502_1	candidate502	7	15
candidate502_2	candidate502	12	7
candidate502_3	candidate502	10	8
candidate502_4	candidate502	16	28
candidate502_5	candidate502	83	46
candidate502_6	candidate502	15	17
candidate502_7	candidate502	19	10
candidate502_8	candidate502	13	4
candidate502_9	candidate502	12	7
candidate502_10	candidate502	13	2
candidate503_1	candidate503	7	5
candidate503_2	candidate503	6	4
candidate503_3	candidate503	31	24
candidate503_4	candidate503	27	43
candidate503_5	candidate503	13	12
candidate503_6	candidate503	5	1
candidate503_7	candidate503	11	3
candidate503_8	candidate503	4	5
candidate503_9	candidate503	22	16
candidate503_10	candidate503	5	4
candidate504_1	candidate504	24	22
candidate504_2	candidate504	101	53
candidate504_3	candidate504	5	1
candidate504_4	candidate504	6	14
candidate504_5	candidate504	3	3
candidate504_6	candidate504	15	10
candidate504_7	candidate504	118	89
candidate504_8	candidate504	24	26
candidate504_9	candidate504	12	6
candidate504_10	candidate504	91	62
candidate505_1	candidate505	3	0
candidate505_2	candidate505	2	7
candidate505_3	candidate505	1	4
candidate505_4	candidate505	9	4
candidate505_5	candidate505	2	0
candidate505_6	candidate505	37	20
candidate505_7	candidate505	4	2
candidate505_8	candidate505	8	3
candidate505_9	candidate505	8	21
candidate505_10	candidate505	7	5
candidate506_1	candidate506	8	2
candidate506_2	candidate506	4	5
candidate506_3	candidate506	23	23
candidate506_4	candidate506	10	16
candidate506_5	candidate506	8	27
candidate506_6	candidate506	17	37
candidate506_7	candidate506	8	21
candidate506_8	candidate506	4	5
candidate506_9	candidate506	11	4
candidate506_10	candidate506	0	1
candidate507_1	candidate507	6	23
candidate507_2	candidate507	8	8
candidate507_3	candidate507	26	10
candidate507_4	candidate507	1	1
candidate507_5	candidate507	15	14
candidate507_6	candidate507	2	2
candidate507_7	candidate507	4	7
candidate507_8	candidate507	19	7
candidate507_9	candidate507	29	32
candidate507_10	candidate507	35	27
candidate508_1	candidate508	15	5
candidate508_2	candidate508	5	4
candidate508_3	candidate508	35	30
candidate508_4	candidate508	11	13
candidate508_5	candidate508	18	13
candidate508_6	candidate508	8	4
candidate508_7	candidate508	3	1
candidate508_8	candidate508	7	4
candidate508_9	candidate508	1	4
candidate508_10	candidate508	4	3
candidate509_1	candidate509	36	30
candidate509_2	candidate509	3	3
candidate509_3	candidate509	9	3
candidate509_4	candidate509	36	21
candidate509_5	candidate509	12	6
candidate509_6	candidate509	62	76
candidate509_7	candidate509	8	3
candidate509_8	candidate509	8	3
candidate509_9	candidate509	13	32
candidate509_10	candidate509	12	1
candidate510_1	candidate510	15	7
candidate510_2	candidate510	55	57
candidate510_3	candidate510	19	11
candidate510_4	candidate510	3	17
candidate510_5	candidate510	10	4
candidate510_6	candidate510	67	103
candidate510_7	candidate510	0	0
candidate510_8	candidate510	3	5
candidate510_9	candidate510	2	3
candidate510_10	candidate510	4	9
candidate511_1	candidate511	3	6
candidate511_2	candidate511	15	14
candidate511_3	candidate511	68	83
candidate511_4	candidate511	10	2
candidate511_5	candidate511	5	1
candidate511_6	candidate511	1	0
candidate511_7	candidate511	10	11
candidate511_8	candidate511	12	10
candidate511_9	candidate511	6	5
candidate511_10	candidate511	65	75
candidate512_1	candidate512	16	10
candidate512_2	candidate512	17	13
candidate512_3	candidate512	6	8
candidate512_4	candidate512	70	52
candidate512_5	candidate512	12	23
candidate512_6	candidate512	13	10
candidate512_7	candidate512	5	8
candidate512_8	candidate512	6	9
candidate512_9	candidate512	5	5
candidate512_10	candidate512	5	5
candidate513_1	candidate513	7	15
candidate513_2	candidate513	6	21
candidate513_3	candidate513	8	6
candidate513_4	candidate513	6	11
candidate513_5	candidate513	10	6
candidate513_6	candidate513	42	32
candidate513_7	candidate513	39	37
candidate513_8	candidate513	6	5
candidate513_9	candidate513	18	12
candidate513_10	candidate513	35	43
candidate514_1	candidate514	21	6
candidate514_2	candidate514	17	7
candidate514_3	candidate514	55	54
candidate514_4	candidate514	2	6
candidate514_5	candidate514	3	3
candidate514_6	candidate514	7	5
candidate514_7	candidate514	9	10
candidate514_8	candidate514	68	59
candidate514_9	candidate514	22	6
candidate514_10	candidate514	11	27
candidate515_1	candidate515	22	21
candidate515_2	candidate515	35	48
candidate515_3	candidate515	31	54
candidate515_4	candidate515	2	8
candidate515_5	candidate515	4	10
candidate515_6	candidate515	7	7
candidate515_7	candidate515	33	24
candidate515_8	candidate515	60	62
candidate515_9	candidate515	15	2
candidate515_10	candidate515	13	22
candidate517_1	candidate517	0	3
candidate517_2	candidate517	11	12
candidate517_3	candidate517	2	1
candidate517_4	candidate517	17	7
candidate517_5	candidate517	14	27
candidate517_6	candidate517	8	5
candidate517_7	candidate517	5	14
candidate517_8	candidate517	10	10
candidate517_9	candidate517	49	57
candidate517_10	candidate517	10	1
candidate518_1	candidate518	27	45
candidate518_2	candidate518	58	34
candidate518_3	candidate518	12	9
candidate518_4	candidate518	8	8
candidate518_5	candidate518	21	7
candidate518_6	candidate518	44	65
candidate518_7	candidate518	36	53
candidate518_8	candidate518	6	11
candidate518_9	candidate518	11	11
candidate518_10	candidate518	1	4
candidate519_1	candidate519	0	0
candidate519_2	candidate519	2	2
candidate519_3	candidate519	13	16
candidate519_4	candidate519	12	5
candidate519_5	candidate519	5	19
candidate519_6	candidate519	28	51
candidate519_7	candidate519	36	42
candidate519_8	candidate519	11	6
candidate519_9	candidate519	24	20
candidate519_10	candidate519	8	8
candidate520_1	candidate520	0	0
candidate520_2	candidate520	35	53
candidate520_3	candidate520	27	75
candidate520_4	candidate520	23	26
candidate520_5	candidate520	10	6
candidate520_6	candidate520	10	26
candidate520_7	candidate520	16	23
candidate520_8	candidate520	8	10
candidate520_9	candidate520	4	11
candidate520_10	candidate520	15	15
candidate521_1	candidate521	44	38
candidate521_2	candidate521	4	10
candidate521_3	candidate521	16	21
candidate521_4	candidate521	59	73
candidate521_5	candidate521	5	0
candidate521_6	candidate521	14	5
candidate521_7	candidate521	2	2
candidate521_8	candidate521	17	37
candidate521_9	candidate521	9	4
candidate521_10	candidate521	11	3
candidate522_1	candidate522	4	7
candidate522_2	candidate522	4	3
candidate522_3	candidate522	5	5
candidate522_4	candidate522	14	27
candidate522_5	candidate522	4	5
candidate522_6	candidate522	6	4
candidate522_7	candidate522	11	18
candidate522_8	candidate522	6	12
candidate522_9	candidate522	52	98
candidate522_10	candidate522	4	3
candidate523_1	candidate523	22	25
candidate523_2	candidate523	20	10
candidate523_3	candidate523	8	3
candidate523_4	candidate523	23	29
candidate523_5	candidate523	5	3
candidate523_6	candidate523	11	4
candidate523_7	candidate523	22	39
candidate523_8	candidate523	8	10
candidate523_9	candidate523	20	39
candidate523_10	candidate523	21	10
candidate524_1	candidate524	8	8
candidate524_2	candidate524	12	7
candidate524_3	candidate524	5	1
candidate524_4	candidate524	11	23
candidate524_5	candidate524	126	123
candidate524_6	candidate524	10	11
candidate524_7	candidate524	62	34
candidate524_8	candidate524	7	10
candidate524_9	candidate524	10	8
candidate524_10	candidate524	40	26
candidate525_1	candidate525	9	2
candidate525_2	candidate525	3	1
candidate525_3	candidate525	16	23
candidate525_4	candidate525	14	11
candidate525_5	candidate525	31	9
candidate525_6	candidate525	10	18
candidate525_7	candidate525	7	11
candidate525_8	candidate525	19	14
candidate525_9	candidate525	11	11
candidate525_10	candidate525	11	14
candidate527_1	candidate527	15	11
candidate527_2	candidate527	35	57
candidate527_3	candidate527	36	37
candidate527_4	candidate527	37	73
candidate527_5	candidate527	70	79
candidate527_6	candidate527	39	60
candidate527_7	candidate527	15	19
candidate527_8	candidate527	20	14
candidate527_9	candidate527	6	4
candidate527_10	candidate527	9	12
candidate528_1	candidate528	5	7
candidate528_2	candidate528	13	9
candidate528_3	candidate528	11	23
candidate528_4	candidate528	1	2
candidate528_5	candidate528	11	28
candidate528_6	candidate528	15	24
candidate528_7	candidate528	5	1
candidate528_8	candidate528	24	34
candidate528_9	candidate528	22	8
candidate528_10	candidate528	6	3
candidate529_1	candidate529	14	7
candidate529_2	candidate529	32	29
candidate529_3	candidate529	6	3
candidate529_4	candidate529	5	11
candidate529_5	candidate529	19	38
candidate529_6	candidate529	26	19
candidate529_7	candidate529	18	27
candidate529_8	candidate529	34	28
candidate529_9	candidate529	1	2
candidate529_10	candidate529	5	6
candidate530_1	candidate530	21	15
candidate530_2	candidate530	14	24
candidate530_3	candidate530	42	21
candidate530_4	candidate530	16	9
candidate530_5	candidate530	2	4
candidate530_6	candidate530	5	11
candidate530_7	candidate530	20	33
candidate530_8	candidate530	77	86
candidate530_9	candidate530	18	26
candidate530_10	candidate530	14	25
candidate531_1	candidate531	10	27
candidate531_2	candidate531	8	11
candidate531_3	candidate531	3	1
candidate531_4	candidate531	36	34
candidate531_5	candidate531	2	2
candidate531_6	candidate531	8	10
candidate531_7	candidate531	29	39
candidate531_8	candidate531	7	15
candidate531_9	candidate531	16	24
candidate531_10	candidate531	13	50
candidate532_1	candidate532	6	9
candidate532_2	candidate532	33	19
candidate532_3	candidate532	50	64
candidate532_4	candidate532	1	4
candidate532_5	candidate532	53	17
candidate532_6	candidate532	6	2
candidate532_7	candidate532	74	85
candidate532_8	candidate532	8	1
candidate532_9	candidate532	1	6
candidate532_10	candidate532	6	1
candidate533_1	candidate533	7	8
candidate533_2	candidate533	16	11
candidate533_3	candidate533	31	38
candidate533_4	candidate533	12	15
candidate533_5	candidate533	22	18
candidate533_6	candidate533	12	10
candidate533_7	candidate533	35	47
candidate533_8	candidate533	7	9
candidate533_9	candidate533	21	27
candidate533_10	candidate533	10	16
candidate534_1	candidate534	62	58
candidate534_2	candidate534	11	14
candidate534_3	candidate534	31	37
candidate534_4	candidate534	8	3
candidate534_5	candidate534	3	2
candidate534_6	candidate534	4	5
candidate534_7	candidate534	4	6
candidate534_8	candidate534	1	2
candidate534_9	candidate534	9	19
candidate534_10	candidate534	13	44
candidate535_1	candidate535	19	17
candidate535_2	candidate535	36	40
candidate535_3	candidate535	15	30
candidate535_4	candidate535	34	54
candidate535_5	candidate535	2	1
candidate535_6	candidate535	11	18
candidate535_7	candidate535	6	7
candidate535_8	candidate535	60	44
candidate535_9	candidate535	12	12
candidate535_10	candidate535	2	7
candidate536_1	candidate536	4	1
candidate536_2	candidate536	40	65
candidate536_3	candidate536	11	14
candidate536_4	candidate536	37	64
candidate536_5	candidate536	6	12
candidate536_6	candidate536	14	40
candidate536_7	candidate536	100	102
candidate536_8	candidate536	15	1
candidate536_9	candidate536	16	37
candidate536_10	candidate536	11	3
candidate537_1	candidate537	38	37
candidate537_2	candidate537	16	23
candidate537_3	candidate537	20	16
candidate537_4	candidate537	24	13
candidate537_5	candidate537	10	10
candidate537_6	candidate537	5	2
candidate537_7	candidate537	4	5
candidate537_8	candidate537	31	27
candidate537_9	candidate537	3	6
candidate537_10	candidate537	5	10
candidate538_1	candidate538	3	3
candidate538_2	candidate538	68	74
candidate538_3	candidate538	7	27
candidate538_4	candidate538	22	21
candidate538_5	candidate538	189	223
candidate538_6	candidate538	23	18
candidate538_7	candidate538	3	2
candidate538_8	candidate538	10	15
candidate538_9	candidate538	79	77
candidate538_10	candidate538	32	24
candidate539_1	candidate539	25	20
candidate539_2	candidate539	57	103
candidate539_3	candidate539	8	8
candidate539_4	candidate539	14	5
candidate539_5	candidate539	47	38
candidate539_6	candidate539	79	88
candidate539_7	candidate539	2	4
candidate539_8	candidate539	55	35
candidate539_9	candidate539	8	16
candidate539_10	candidate539	21	22
candidate541_1	candidate541	3	1
candidate541_2	candidate541	4	4
candidate541_3	candidate541	16	14
candidate541_4	candidate541	11	15
candidate541_5	candidate541	9	3
candidate541_6	candidate541	10	8
candidate541_7	candidate541	41	28
candidate541_8	candidate541	7	13
candidate541_9	candidate541	7	4
candidate541_10	candidate541	27	39
candidate543_1	candidate543	25	38
candidate543_2	candidate543	7	6
candidate543_3	candidate543	157	173
candidate543_4	candidate543	54	51
candidate543_5	candidate543	24	30
candidate543_6	candidate543	21	14
candidate543_7	candidate543	100	94
candidate543_8	candidate543	19	22
candidate543_9	candidate543	31	29
candidate543_10	candidate543	146	196
candidate544_1	candidate544	5	4
candidate544_2	candidate544	3	17
candidate544_3	candidate544	76	90
candidate544_4	candidate544	13	14
candidate544_5	candidate544	14	6
candidate544_6	candidate544	85	111
candidate544_7	candidate544	10	39
candidate544_8	candidate544	5	4
candidate544_9	candidate544	110	168
candidate544_10	candidate544	53	35
candidate545_1	candidate545	5	5
candidate545_2	candidate545	30	32
candidate545_3	candidate545	6	6
candidate545_4	candidate545	27	52
candidate545_5	candidate545	26	36
candidate545_6	candidate545	0	2
candidate545_7	candidate545	1	1
candidate545_8	candidate545	25	22
candidate545_9	candidate545	30	21
candidate545_10	candidate545	22	26
candidate546_1	candidate546	15	13
candidate546_2	candidate546	10	11
candidate546_3	candidate546	2	7
candidate546_4	candidate546	4	5
candidate546_5	candidate546	51	86
candidate546_6	candidate546	2	0
candidate546_7	candidate546	8	4
candidate546_8	candidate546	5	5
candidate546_9	candidate546	10	7
candidate546_10	candidate546	4	7
candidate547_1	candidate547	51	64
candidate547_2	candidate547	32	43
candidate547_3	candidate547	61	52
candidate547_4	candidate547	45	52
candidate547_5	candidate547	66	77
candidate547_6	candidate547	14	29
candidate547_7	candidate547	32	34
candidate547_8	candidate547	69	85
candidate547_9	candidate547	8	6
candidate547_10	candidate547	17	6
candidate549_1	candidate549	9	20
candidate549_2	candidate549	31	9
candidate549_3	candidate549	37	55
candidate549_4	candidate549	24	27
candidate549_5	candidate549	17	18
candidate549_6	candidate549	5	11
candidate549_7	candidate549	10	17
candidate549_8	candidate549	13	17
candidate549_9	candidate549	12	19
candidate549_10	candidate549	9	14
candidate550_1	candidate550	6	9
candidate550_2	candidate550	5	9
candidate550_3	candidate550	11	15
candidate550_4	candidate550	28	25
candidate550_5	candidate550	7	12
candidate550_6	candidate550	96	132
candidate550_7	candidate550	1	1
candidate550_8	candidate550	15	20
candidate550_9	candidate550	4	4
candidate550_10	candidate550	44	40
candidate552_1	candidate552	12	9
candidate552_2	candidate552	11	13
candidate552_3	candidate552	15	8
candidate552_4	candidate552	2	2
candidate552_5	candidate552	20	12
candidate552_6	candidate552	1	18
candidate552_7	candidate552	4	2
candidate552_8	candidate552	11	22
candidate552_9	candidate552	38	40
candidate552_10	candidate552	9	9
candidate553_1	candidate553	13	13
candidate553_2	candidate553	69	85
candidate553_3	candidate553	15	11
candidate553_4	candidate553	86	99
candidate553_5	candidate553	5	8
candidate553_6	candidate553	1	3
candidate553_7	candidate553	37	30
candidate553_8	candidate553	5	5
candidate553_9	candidate553	23	43
candidate553_10	candidate553	11	7
candidate554_1	candidate554	24	17
candidate554_2	candidate554	11	19
candidate554_3	candidate554	3	5
candidate554_4	candidate554	9	18
candidate554_5	candidate554	14	27
candidate554_6	candidate554	44	69
candidate554_7	candidate554	8	10
candidate554_8	candidate554	14	6
candidate554_9	candidate554	23	27
candidate554_10	candidate554	30	33
candidate555_1	candidate555	6	9
candidate555_2	candidate555	48	54
candidate555_3	candidate555	12	8
candidate555_4	candidate555	8	1
candidate555_5	candidate555	67	59
candidate555_6	candidate555	50	60
candidate555_7	candidate555	35	24
candidate555_8	candidate555	9	7
candidate555_9	candidate555	21	7
candidate555_10	candidate555	6	3
candidate556_1	candidate556	1	2
candidate556_2	candidate556	1	1
candidate556_3	candidate556	5	1
candidate556_4	candidate556	11	9
candidate556_5	candidate556	6	11
candidate556_6	candidate556	3	1
candidate556_7	candidate556	35	39
candidate556_8	candidate556	1	3
candidate556_9	candidate556	59	61
candidate556_10	candidate556	4	8
candidate557_1	candidate557	15	11
candidate557_2	candidate557	6	10
candidate557_3	candidate557	12	11
candidate557_4	candidate557	7	17
candidate557_5	candidate557	61	93
candidate557_6	candidate557	20	27
candidate557_7	candidate557	12	6
candidate557_8	candidate557	13	11
candidate557_9	candidate557	33	39
candidate557_10	candidate557	5	0
candidate558_1	candidate558	11	6
candidate558_2	candidate558	1	3
candidate558_3	candidate558	10	16
candidate558_4	candidate558	4	1
candidate558_5	candidate558	52	40
candidate558_6	candidate558	99	110
candidate558_7	candidate558	11	15
candidate558_8	candidate558	40	74
candidate558_9	candidate558	58	114
candidate558_10	candidate558	55	108
candidate560_1	candidate560	16	20
candidate560_2	candidate560	65	87
candidate560_3	candidate560	33	46
candidate560_4	candidate560	13	17
candidate560_5	candidate560	16	40
candidate560_6	candidate560	17	22
candidate560_7	candidate560	34	25
candidate560_8	candidate560	131	178
candidate560_9	candidate560	59	62
candidate560_10	candidate560	17	15
candidate561_1	candidate561	20	24
candidate561_2	candidate561	3	5
candidate561_3	candidate561	5	6
candidate561_4	candidate561	12	8
candidate561_5	candidate561	18	28
candidate561_6	candidate561	14	15
candidate561_7	candidate561	29	29
candidate561_8	candidate561	11	14
candidate561_9	candidate561	24	38
candidate561_10	candidate561	48	64
candidate562_1	candidate562	21	39
