ID	Gene	week0.1	week0.2	week4.1	week4.2
candidate556_3	candidate556	85	70	114	69
candidate557_1	candidate557	13	16	7	10
candidate557_2	candidate557	72	70	75	73
candidate557_4	candidate557	26	21	21	21
candidate557_6	candidate557	13	21	8	36
candidate557_8	candidate557	25	30	56	25
candidate558_1	candidate558	27	36	27	53
candidate558_2	candidate558	4	6	12	3
candidate558_4	candidate558	6	4	1	5
candidate558_5	candidate558	139	106	166	198
candidate558_6	candidate558	190	148	232	181
candidate558_8	candidate558	52	54	74	59
candidate560_1	candidate560	126	84	158	134
candidate560_3	candidate560	16	37	16	49
candidate560_5	candidate560	25	28	39	75
candidate560_8	candidate560	140	140	191	177
candidate560_9	candidate560	60	68	75	91
candidate561_1	candidate561	65	52	73	74
candidate561_2	candidate561	2	5	2	9
candidate561_3	candidate561	2	7	2	9
candidate561_4	candidate561	33	54	46	49
candidate561_5	candidate561	25	18	22	21
candidate561_9	candidate561	3	6	8	8
candidate562_1	candidate562	72	66	84	75
candidate562_2	candidate562	44	22	44	30
candidate562_4	candidate562	68	101	68	107
candidate563_1	candidate563	28	28	34	24
candidate563_2	candidate563	19	26	18	12
candidate563_4	candidate563	19	23	22	41
candidate563_6	candidate563	61	55	64	66
candidate563_8	candidate563	12	15	4	9
candidate564_1	candidate564	3	20	5	13
candidate564_4	candidate564	11	28	13	27
candidate564_7	candidate564	20	12	16	24
candidate564_10	candidate564	1	6	1	4
candidate566_1	candidate566	61	87	44	91
candidate566_5	candidate566	36	42	43	36
candidate566_7	candidate566	40	40	21	50
candidate566_10	candidate566	5	9	3	3
candidate567_1	candidate567	42	44	46	46
candidate567_2	candidate567	63	64	56	71
candidate567_4	candidate567	5	10	10	20
candidate567_8	candidate567	4	5	4	7
candidate568_1	candidate568	0	6	2	7
candidate568_3	candidate568	2	8	1	7
candidate568_4	candidate568	7	13	15	6
candidate568_5	candidate568	15	29	31	41
candidate568_8	candidate568	58	56	56	43
candidate569_1	candidate569	28	33	37	68
candidate569_2	candidate569	27	36	22	23
candidate569_3	candidate569	43	38	77	38
candidate569_4	candidate569	4	4	0	13
candidate569_5	candidate569	53	83	48	84
candidate570_1	candidate570	30	35	22	55
candidate570_4	candidate570	21	22	25	17
candidate570_5	candidate570	33	43	30	27
candidate570_9	candidate570	10	10	20	29
candidate571_1	candidate571	125	107	155	118
candidate571_3	candidate571	24	33	21	25
candidate571_4	candidate571	103	81	113	72
candidate571_6	candidate571	32	45	56	52
candidate572_1	candidate572	25	22	13	19
candidate572_4	candidate572	9	2	6	6
candidate572_5	candidate572	19	23	15	21
candidate572_9	candidate572	3	4	0	5
candidate573_1	candidate573	34	45	39	36
candidate573_2	candidate573	0	0	0	0
candidate573_3	candidate573	17	24	11	22
candidate573_4	candidate573	65	65	114	88
candidate573_5	candidate573	47	49	44	54
candidate574_1	candidate574	35	31	36	51
candidate574_2	candidate574	18	26	31	44
candidate574_3	candidate574	28	18	32	17
candidate574_8	candidate574	66	57	68	49
candidate575_1	candidate575	14	18	25	11
candidate575_2	candidate575	58	58	41	49
candidate575_3	candidate575	8	9	12	9
candidate575_5	candidate575	3	3	7	3
candidate575_7	candidate575	7	3	0	9
candidate576_1	candidate576	8	7	6	5
candidate576_2	candidate576	29	18	27	40
candidate576_3	candidate576	0	2	0	0
candidate576_4	candidate576	2	1	1	2
candidate576_5	candidate576	1	3	0	13
candidate576_6	candidate576	0	2	0	1
candidate576_10	candidate576	34	11	35	24
candidate577_1	candidate577	73	93	73	120
candidate577_2	candidate577	63	84	57	47
candidate577_4	candidate577	45	45	32	65
candidate577_8	candidate577	0	6	0	1
candidate577_9	candidate577	0	2	1	1
candidate578_1	candidate578	86	79	76	100
candidate578_2	candidate578	30	42	25	38
candidate578_3	candidate578	35	34	48	44
candidate578_4	candidate578	3	18	37	15
candidate579_1	candidate579	42	53	63	41
candidate579_2	candidate579	87	66	91	72
candidate579_3	candidate579	5	1	4	2
candidate579_5	candidate579	48	32	50	67
candidate580_1	candidate580	47	52	81	71
candidate580_5	candidate580	54	41	44	64
candidate580_6	candidate580	27	34	47	41
candidate580_9	candidate580	40	38	43	46
candidate581_1	candidate581	25	34	10	38
candidate581_5	candidate581	8	19	4	20
candidate581_6	candidate581	27	37	35	51
candidate581_10	candidate581	7	12	15	16
candidate584_1	candidate584	45	37	51	28
candidate584_2	candidate584	15	50	18	57
candidate584_4	candidate584	0	13	3	15
candidate584_6	candidate584	5	8	3	19
candidate584_7	candidate584	4	1	0	4
candidate584_10	candidate584	17	11	15	13
candidate585_1	candidate585	18	16	15	24
candidate585_2	candidate585	157	130	179	113
candidate585_8	candidate585	28	22	9	27
candidate585_9	candidate585	59	70	78	64
candidate586_1	candidate586	12	28	12	31
candidate586_2	candidate586	21	30	15	46
candidate586_3	candidate586	24	32	20	60
candidate586_7	candidate586	47	43	31	42
candidate586_8	candidate586	5	13	4	16
candidate587_1	candidate587	108	77	101	63
candidate587_5	candidate587	27	41	31	49
candidate587_6	candidate587	24	22	37	19
candidate588_1	candidate588	18	20	15	18
candidate588_2	candidate588	45	32	36	51
candidate588_7	candidate588	11	13	10	2
candidate588_8	candidate588	9	4	2	3
candidate589_1	candidate589	53	86	110	65
candidate589_2	candidate589	27	32	22	22
candidate589_3	candidate589	55	52	20	41
candidate589_4	candidate589	9	18	19	16
candidate590_1	candidate590	39	51	84	93
candidate590_4	candidate590	87	80	140	60
candidate590_9	candidate590	43	36	32	28
candidate590_10	candidate590	11	13	18	21
candidate591_1	candidate591	37	50	64	68
candidate591_2	candidate591	6	18	11	3
candidate591_3	candidate591	28	47	39	44
candidate591_5	candidate591	5	24	9	18
candidate591_7	candidate591	5	8	4	7
candidate592_1	candidate592	20	42	23	47
candidate592_3	candidate592	72	74	86	86
candidate592_6	candidate592	19	32	16	29
candidate592_7	candidate592	11	11	3	13
candidate593_1	candidate593	13	35	51	47
candidate593_2	candidate593	2	9	0	5
candidate593_4	candidate593	85	114	94	112
candidate593_7	candidate593	9	24	5	23
candidate593_8	candidate593	47	32	65	46
candidate594_1	candidate594	23	34	48	34
candidate594_3	candidate594	13	32	24	31
candidate594_4	candidate594	74	68	54	93
candidate594_6	candidate594	8	12	8	10
candidate595_1	candidate595	19	14	25	20
candidate595_2	candidate595	35	28	27	25
candidate595_3	candidate595	11	49	18	31
candidate595_4	candidate595	4	14	2	24
candidate596_1	candidate596	0	2	0	1
candidate596_2	candidate596	90	91	129	98
candidate596_3	candidate596	24	43	35	44
candidate596_4	candidate596	39	23	27	17
candidate596_6	candidate596	2	6	3	6
candidate596_10	candidate596	9	1	7	4
candidate597_1	candidate597	29	25	41	22
candidate597_3	candidate597	9	19	17	20
candidate597_4	candidate597	45	77	52	67
candidate597_6	candidate597	12	22	16	23
candidate597_8	candidate597	7	15	2	7
candidate598_1	candidate598	98	77	91	94
candidate598_3	candidate598	37	31	50	31
candidate598_4	candidate598	0	0	0	0
candidate598_8	candidate598	0	0	0	0
candidate598_10	candidate598	4	6	4	7
candidate599_1	candidate599	13	18	13	23
candidate599_3	candidate599	21	28	18	63
candidate599_5	candidate599	94	91	91	111
candidate599_6	candidate599	9	11	9	15
candidate599_9	candidate599	2	2	0	5
candidate600_1	candidate600	6	23	5	14
candidate600_2	candidate600	31	44	44	45
candidate600_4	candidate600	42	42	53	73
candidate600_5	candidate600	186	153	151	113
candidate600_7	candidate600	6	6	11	5
candidate601_1	candidate601	21	23	26	23
candidate601_3	candidate601	166	175	164	158
candidate601_5	candidate601	5	9	8	5
candidate601_6	candidate601	43	30	22	28
candidate602_1	candidate602	9	20	12	21
candidate602_2	candidate602	33	29	40	33
candidate602_3	candidate602	4	9	0	7
candidate602_5	candidate602	24	38	63	35
candidate602_7	candidate602	120	88	110	98
candidate602_9	candidate602	0	1	0	0
candidate603_1	candidate603	327	281	435	331
candidate603_3	candidate603	47	50	70	62
candidate603_7	candidate603	19	21	15	31
candidate604_1	candidate604	78	99	57	125
candidate604_2	candidate604	44	40	62	23
candidate604_6	candidate604	49	55	58	65
candidate604_10	candidate604	22	16	16	7
candidate605_1	candidate605	19	43	28	40
candidate605_2	candidate605	45	57	32	75
candidate605_4	candidate605	10	8	21	22
candidate605_5	candidate605	8	12	13	11
candidate605_9	candidate605	13	9	11	26
candidate606_1	candidate606	68	86	41	77
candidate606_4	candidate606	73	70	112	75
candidate606_7	candidate606	19	23	20	33
candidate607_1	candidate607	31	60	30	74
candidate607_2	candidate607	13	44	43	42
candidate607_6	candidate607	10	19	18	37
candidate607_9	candidate607	21	28	29	16
candidate607_10	candidate607	4	15	14	9
candidate608_1	candidate608	16	25	12	33
candidate608_3	candidate608	15	24	30	23
candidate608_4	candidate608	77	81	58	69
candidate608_7	candidate608	108	102	94	113
candidate608_9	candidate608	7	14	15	5
candidate609_1	candidate609	33	35	46	55
candidate609_2	candidate609	90	104	144	110
candidate609_3	candidate609	230	212	273	193
candidate609_6	candidate609	72	65	84	54
candidate610_1	candidate610	68	62	104	52
candidate610_2	candidate610	41	34	26	42
candidate610_5	candidate610	26	26	18	33
candidate610_7	candidate610	4	9	4	5
candidate612_1	candidate612	3	5	5	26
candidate612_2	candidate612	24	25	31	32
candidate612_3	candidate612	21	25	37	40
candidate612_4	candidate612	9	11	15	7
candidate612_5	candidate612	62	37	66	70
candidate612_6	candidate612	5	4	7	8
candidate612_7	candidate612	2	4	3	4
candidate612_8	candidate612	21	30	22	25
candidate612_9	candidate612	31	37	38	30
candidate612_10	candidate612	13	21	7	21
candidate613_1	candidate613	31	35	10	44
candidate613_3	candidate613	38	27	47	41
candidate613_4	candidate613	32	38	37	59
candidate613_5	candidate613	9	12	10	3
candidate614_1	candidate614	37	63	38	50
candidate614_3	candidate614	80	96	76	88
candidate614_5	candidate614	322	311	390	471
candidate614_6	candidate614	53	58	68	82
candidate614_8	candidate614	16	25	20	11
candidate615_1	candidate615	21	28	28	59
candidate615_2	candidate615	111	108	129	95
candidate615_4	candidate615	33	42	27	34
candidate615_8	candidate615	12	12	14	41
candidate616_1	candidate616	25	53	22	81
candidate616_2	candidate616	15	26	6	23
candidate616_4	candidate616	11	29	4	24
candidate616_5	candidate616	7	13	9	27
candidate616_7	candidate616	2	9	7	11
candidate617_1	candidate617	67	78	66	73
candidate617_2	candidate617	81	102	108	121
candidate617_3	candidate617	36	33	18	33
candidate617_8	candidate617	27	30	33	23
candidate619_1	candidate619	37	47	57	36
candidate619_3	candidate619	29	26	18	25
candidate619_4	candidate619	6	9	17	11
candidate619_5	candidate619	6	5	4	15
candidate619_7	candidate619	49	34	54	48
candidate620_1	candidate620	120	95	131	118
candidate620_2	candidate620	17	24	14	22
candidate620_3	candidate620	12	18	7	5
candidate620_4	candidate620	2	4	1	3
candidate620_5	candidate620	40	62	59	77
candidate620_10	candidate620	59	62	35	66
candidate621_1	candidate621	73	88	72	95
candidate621_2	candidate621	133	152	124	171
candidate621_3	candidate621	11	26	32	19
candidate622_1	candidate622	4	17	11	15
candidate622_2	candidate622	2	18	6	14
candidate622_4	candidate622	18	21	15	14
candidate622_5	candidate622	29	40	53	44
candidate622_9	candidate622	53	59	50	46
candidate623_1	candidate623	356	297	413	415
candidate623_3	candidate623	16	19	28	17
candidate623_7	candidate623	55	58	78	45
candidate623_8	candidate623	45	49	68	80
candidate624_1	candidate624	99	91	96	44
candidate624_2	candidate624	63	40	51	77
candidate624_4	candidate624	3	9	8	5
candidate624_6	candidate624	56	65	62	48
candidate625_1	candidate625	0	0	0	0
candidate625_2	candidate625	129	153	142	148
candidate625_4	candidate625	35	56	68	68
candidate625_9	candidate625	0	0	0	0
candidate625_10	candidate625	12	13	19	20
candidate626_1	candidate626	11	13	3	24
candidate626_2	candidate626	0	1	0	2
candidate626_3	candidate626	28	50	32	36
candidate626_4	candidate626	47	41	47	49
candidate626_6	candidate626	39	41	40	49
candidate627_1	candidate627	25	54	37	58
candidate627_3	candidate627	7	9	4	18
candidate627_4	candidate627	24	25	17	49
candidate627_7	candidate627	38	31	32	25
candidate628_1	candidate628	47	44	88	66
candidate628_2	candidate628	44	38	48	47
candidate628_5	candidate628	18	17	12	31
candidate628_6	candidate628	56	41	71	80
candidate629_1	candidate629	22	49	61	68
candidate629_4	candidate629	31	74	50	79
candidate629_5	candidate629	2	4	1	3
candidate629_6	candidate629	75	58	84	75
candidate629_8	candidate629	46	68	55	65
candidate630_1	candidate630	45	48	32	43
candidate630_5	candidate630	56	71	63	48
candidate630_7	candidate630	58	63	62	88
candidate630_8	candidate630	14	9	29	5
candidate631_1	candidate631	50	75	47	58
candidate631_2	candidate631	32	39	17	46
candidate631_3	candidate631	14	12	13	19
candidate631_4	candidate631	9	7	6	14
candidate631_5	candidate631	4	5	0	5
candidate631_7	candidate631	4	3	2	9
candidate631_10	candidate631	1	8	2	17
candidate632_1	candidate632	52	65	46	56
candidate632_2	candidate632	62	53	72	71
candidate632_4	candidate632	50	47	65	54
candidate632_5	candidate632	26	15	26	30
candidate632_6	candidate632	49	46	50	51
candidate632_7	candidate632	4	5	2	9
candidate633_1	candidate633	20	31	62	37
candidate633_2	candidate633	93	92	139	108
candidate633_4	candidate633	1	7	2	9
candidate633_5	candidate633	24	40	5	43
candidate633_9	candidate633	14	13	10	24
candidate634_1	candidate634	25	20	24	45
candidate634_3	candidate634	11	8	19	26
candidate634_4	candidate634	15	20	22	10
candidate634_5	candidate634	120	108	105	99
candidate634_9	candidate634	1	2	1	1
candidate634_10	candidate634	1	4	1	4
candidate635_1	candidate635	28	29	24	39
candidate635_2	candidate635	32	43	46	39
candidate635_3	candidate635	36	54	56	55
candidate635_4	candidate635	3	2	0	0
candidate635_8	candidate635	3	6	1	10
candidate635_9	candidate635	71	64	84	85
candidate636_1	candidate636	3	4	0	1
candidate636_2	candidate636	44	42	50	53
candidate636_5	candidate636	2	20	10	13
candidate636_8	candidate636	14	16	14	15
candidate636_9	candidate636	5	5	6	7
candidate637_1	candidate637	57	87	62	100
candidate637_3	candidate637	11	19	5	31
candidate637_5	candidate637	47	46	72	71
candidate637_6	candidate637	20	35	34	48
candidate637_8	candidate637	13	12	26	13
candidate639_1	candidate639	54	73	60	63
candidate639_3	candidate639	63	53	77	54
candidate639_6	candidate639	22	41	60	34
candidate639_7	candidate639	9	7	6	5
candidate639_9	candidate639	23	27	15	41
candidate640_1	candidate640	103	104	99	152
candidate640_4	candidate640	28	37	40	41
candidate640_6	candidate640	71	66	78	99
candidate641_1	candidate641	6	19	2	9
candidate641_2	candidate641	13	36	5	32
candidate641_5	candidate641	21	31	17	25
candidate641_9	candidate641	21	21	21	17
candidate642_1	candidate642	94	118	114	130
candidate642_5	candidate642	47	62	53	59
candidate642_9	candidate642	48	36	38	20
candidate642_10	candidate642	2	10	7	13
candidate643_1	candidate643	27	30	29	27
candidate643_2	candidate643	7	16	8	16
candidate643_3	candidate643	35	44	35	34
candidate643_4	candidate643	35	56	49	64
candidate643_6	candidate643	15	15	5	10
candidate643_8	candidate643	34	46	53	41
candidate644_1	candidate644	43	30	51	55
candidate644_5	candidate644	3	7	10	5
candidate644_6	candidate644	0	14	8	25
candidate644_7	candidate644	36	25	26	19
candidate644_8	candidate644	7	5	6	4
candidate644_9	candidate644	13	16	18	23
candidate645_1	candidate645	39	60	11	54
candidate645_2	candidate645	8	15	4	22
candidate645_4	candidate645	18	22	14	19
candidate645_8	candidate645	20	9	38	25
candidate645_9	candidate645	0	0	0	0
candidate646_1	candidate646	19	18	31	40
candidate646_2	candidate646	19	16	28	29
candidate646_4	candidate646	28	37	45	47
candidate646_5	candidate646	0	9	1	9
candidate646_7	candidate646	60	64	80	74
candidate646_9	candidate646	11	10	8	13
candidate647_1	candidate647	50	56	46	84
candidate647_2	candidate647	69	57	58	64
candidate647_6	candidate647	164	163	185	183
candidate648_1	candidate648	55	76	51	113
candidate648_2	candidate648	9	20	13	20
candidate648_4	candidate648	74	79	88	109
candidate648_6	candidate648	104	98	177	106
candidate649_1	candidate649	0	0	0	0
candidate649_2	candidate649	4	13	4	13
candidate649_3	candidate649	10	22	11	40
candidate649_5	candidate649	0	0	0	0
candidate650_1	candidate650	46	43	53	37
candidate650_2	candidate650	76	69	60	106
candidate650_3	candidate650	23	23	17	25
candidate650_4	candidate650	13	15	7	18
candidate650_5	candidate650	6	13	2	11
candidate652_1	candidate652	21	26	21	26
candidate652_2	candidate652	8	10	24	19
candidate652_3	candidate652	69	104	84	96
candidate652_7	candidate652	1	12	6	19
candidate652_8	candidate652	15	46	23	37
candidate653_1	candidate653	11	22	10	30
candidate653_2	candidate653	42	52	68	64
candidate653_4	candidate653	14	29	19	17
candidate653_5	candidate653	7	21	18	13
candidate654_1	candidate654	34	51	35	62
candidate654_2	candidate654	83	82	67	93
candidate654_3	candidate654	10	11	2	10
candidate654_7	candidate654	1	10	2	6
candidate655_1	candidate655	19	27	38	42
candidate655_4	candidate655	19	30	17	29
candidate655_7	candidate655	31	42	7	25
candidate655_9	candidate655	20	25	10	36
candidate656_1	candidate656	39	60	40	45
candidate656_2	candidate656	17	18	7	31
candidate656_6	candidate656	27	34	13	42
candidate656_10	candidate656	2	13	5	10
candidate657_1	candidate657	10	18	6	14
candidate657_2	candidate657	32	35	57	55
candidate657_3	candidate657	100	95	118	115
candidate657_7	candidate657	14	17	21	14
candidate657_9	candidate657	40	48	70	54
candidate658_1	candidate658	39	36	24	62
candidate658_3	candidate658	29	31	32	26
candidate658_4	candidate658	38	65	44	54
candidate658_7	candidate658	8	16	4	8
candidate658_9	candidate658	74	62	72	95
candidate659_1	candidate659	76	90	132	105
candidate659_2	candidate659	201	191	266	237
candidate659_7	candidate659	20	13	10	32
candidate659_8	candidate659	9	10	7	22
candidate659_10	candidate659	0	0	0	1
candidate660_1	candidate660	20	26	18	15
candidate660_2	candidate660	20	15	18	48
candidate660_3	candidate660	93	83	92	101
candidate660_4	candidate660	34	31	47	36
candidate660_6	candidate660	18	14	15	12
candidate661_1	candidate661	26	31	41	65
candidate661_2	candidate661	20	59	33	89
candidate661_8	candidate661	28	25	33	37
candidate662_1	candidate662	211	185	229	232
candidate662_2	candidate662	9	13	4	15
candidate662_5	candidate662	31	35	28	41
candidate662_6	candidate662	11	12	29	21
candidate662_7	candidate662	28	27	49	34
candidate663_1	candidate663	29	40	47	79
candidate663_4	candidate663	83	102	95	95
candidate663_8	candidate663	21	29	23	16
candidate663_9	candidate663	8	5	3	2
candidate664_1	candidate664	22	28	25	22
candidate664_2	candidate664	61	52	56	62
candidate664_4	candidate664	0	5	1	2
candidate664_7	candidate664	2	10	5	9
candidate664_9	candidate664	21	16	45	42
candidate664_10	candidate664	3	11	2	9
candidate665_1	candidate665	20	25	28	19
candidate665_4	candidate665	2	14	1	22
candidate665_5	candidate665	5	9	14	11
candidate665_6	candidate665	16	18	21	25
candidate665_9	candidate665	45	47	48	43
candidate666_1	candidate666	66	79	83	102
candidate666_4	candidate666	6	15	3	13
candidate666_6	candidate666	9	14	27	5
candidate666_7	candidate666	9	24	26	14
candidate666_9	candidate666	14	7	16	28
candidate667_1	candidate667	76	71	89	55
candidate667_4	candidate667	21	29	21	46
candidate667_8	candidate667	23	20	15	12
candidate667_10	candidate667	15	16	20	39
candidate668_1	candidate668	55	54	42	97
candidate668_3	candidate668	31	31	41	30
candidate668_5	candidate668	249	215	234	201
candidate668_6	candidate668	10	27	22	16
candidate669_1	candidate669	16	29	17	33
candidate669_2	candidate669	19	15	16	33
candidate669_5	candidate669	29	30	34	32
candidate669_6	candidate669	11	21	14	15
candidate669_9	candidate669	2	1	3	10
candidate669_10	candidate669	15	13	20	11
candidate670_1	candidate670	57	84	86	74
candidate670_2	candidate670	9	11	17	9
candidate670_3	candidate670	47	47	30	77
candidate670_8	candidate670	0	4	5	13
candidate670_9	candidate670	2	5	0	4
candidate670_10	candidate670	19	20	13	14
candidate672_1	candidate672	34	35	26	32
candidate672_2	candidate672	5	15	8	24
candidate672_3	candidate672	3	4	4	6
candidate672_9	candidate672	5	6	6	2
candidate672_10	candidate672	13	3	9	10
candidate673_1	candidate673	14	31	10	23
candidate673_2	candidate673	12	18	9	8
candidate673_3	candidate673	9	3	7	6
candidate673_4	candidate673	7	15	6	13
candidate673_7	candidate673	24	29	20	20
candidate673_8	candidate673	12	5	17	6
candidate674_1	candidate674	200	203	247	222
candidate674_2	candidate674	14	30	10	23
candidate674_3	candidate674	68	75	99	106
candidate674_7	candidate674	39	41	45	63
candidate675_1	candidate675	16	28	16	24
candidate675_2	candidate675	82	68	72	108
candidate675_7	candidate675	13	16	14	14
candidate675_8	candidate675	42	51	50	33
candidate676_1	candidate676	49	57	41	59
candidate676_3	candidate676	65	71	56	61
candidate676_7	candidate676	19	21	37	27
candidate676_10	candidate676	50	36	25	20
candidate677_1	candidate677	29	31	30	70
candidate677_3	candidate677	69	100	69	85
candidate677_4	candidate677	2	8	0	2
candidate677_7	candidate677	16	17	6	12
candidate677_8	candidate677	68	48	100	83
candidate678_1	candidate678	140	145	140	134
candidate678_8	candidate678	35	41	37	62
candidate681_1	candidate681	13	20	9	6
candidate681_2	candidate681	11	9	28	16
candidate681_3	candidate681	5	6	1	6
candidate681_4	candidate681	54	35	77	62
candidate681_5	candidate681	22	21	21	41
candidate681_6	candidate681	5	11	6	12
candidate681_9	candidate681	3	3	12	6
candidate682_1	candidate682	41	64	35	75
candidate682_2	candidate682	21	14	19	17
candidate682_4	candidate682	62	51	49	129
candidate682_5	candidate682	69	57	90	44
candidate682_7	candidate682	6	9	0	4
candidate682_8	candidate682	25	22	22	25
candidate683_1	candidate683	17	25	12	18
candidate683_2	candidate683	18	12	23	31
candidate683_4	candidate683	0	0	0	0
candidate683_5	candidate683	0	0	0	0
candidate683_10	candidate683	16	6	15	16
candidate684_1	candidate684	14	22	9	16
candidate684_2	candidate684	99	75	99	118
candidate684_3	candidate684	26	38	24	33
candidate684_5	candidate684	11	22	19	35
candidate685_1	candidate685	86	86	65	39
candidate685_4	candidate685	13	20	29	14
candidate685_5	candidate685	21	17	28	14
candidate685_6	candidate685	10	18	3	13
candidate685_7	candidate685	7	15	10	7
candidate686_1	candidate686	102	72	109	51
candidate686_2	candidate686	57	78	71	98
candidate686_3	candidate686	3	7	0	5
candidate686_7	candidate686	0	0	0	0
candidate687_1	candidate687	119	75	116	102
candidate687_2	candidate687	24	42	33	28
candidate687_3	candidate687	0	0	0	0
candidate687_9	candidate687	11	12	5	15
candidate687_10	candidate687	2	24	2	11
candidate690_1	candidate690	65	69	86	66
candidate690_2	candidate690	9	17	11	22
candidate690_3	candidate690	49	35	34	23
candidate690_7	candidate690	0	3	0	3
candidate691_1	candidate691	81	70	85	93
candidate691_5	candidate691	66	64	64	103
candidate691_9	candidate691	22	26	26	25
candidate691_10	candidate691	4	7	3	4
candidate692_1	candidate692	15	25	24	28
candidate692_2	candidate692	101	94	134	94
candidate692_6	candidate692	35	46	35	45
candidate692_10	candidate692	4	2	5	7
candidate693_1	candidate693	40	23	37	68
candidate693_2	candidate693	57	66	61	108
candidate693_3	candidate693	0	1	0	0
candidate693_4	candidate693	9	28	15	30
candidate693_8	candidate693	10	19	18	18
candidate694_1	candidate694	77	86	86	74
candidate694_3	candidate694	12	11	35	21
candidate694_4	candidate694	32	36	28	28
candidate694_5	candidate694	14	7	15	22
candidate694_6	candidate694	22	20	33	35
candidate694_9	candidate694	31	32	19	25
candidate695_1	candidate695	23	47	70	74
candidate695_3	candidate695	138	136	159	144
candidate695_7	candidate695	86	86	116	102
candidate695_10	candidate695	7	11	16	18
candidate696_1	candidate696	174	169	212	177
candidate696_2	candidate696	35	41	33	42
candidate696_3	candidate696	16	24	20	18
candidate696_6	candidate696	4	8	4	6
candidate697_1	candidate697	36	37	49	32
candidate697_2	candidate697	31	30	27	42
candidate697_5	candidate697	17	21	16	24
candidate697_8	candidate697	13	15	4	12
candidate697_9	candidate697	38	43	46	63
candidate698_1	candidate698	19	45	33	68
candidate698_2	candidate698	23	14	20	23
candidate698_3	candidate698	45	42	73	53
candidate698_8	candidate698	64	62	58	75
candidate699_1	candidate699	35	53	52	58
candidate699_2	candidate699	40	30	27	46
candidate699_3	candidate699	51	47	58	59
candidate699_10	candidate699	35	18	25	32
candidate700_1	candidate700	92	86	103	134
candidate700_2	candidate700	22	25	35	42
candidate700_4	candidate700	132	122	135	146
candidate700_5	candidate700	32	18	23	21
candidate700_7	candidate700	0	0	1	0
candidate701_1	candidate701	41	28	29	15
candidate701_2	candidate701	99	118	138	130
candidate701_3	candidate701	3	5	10	3
candidate701_5	candidate701	42	35	60	66
candidate701_9	candidate701	32	37	17	33
candidate704_1	candidate704	28	24	19	24
candidate704_5	candidate704	46	43	53	106
candidate704_9	candidate704	13	9	7	15
candidate704_10	candidate704	12	4	14	8
candidate705_1	candidate705	27	53	20	78
candidate705_2	candidate705	36	40	58	25
candidate705_3	candidate705	34	40	33	41
candidate705_5	candidate705	14	9	15	13
candidate706_1	candidate706	7	7	4	11
candidate706_2	candidate706	59	33	61	49
candidate706_3	candidate706	5	5	4	11
candidate706_4	candidate706	4	12	17	6
candidate706_5	candidate706	7	9	4	14
candidate707_1	candidate707	2	10	5	14
candidate707_2	candidate707	158	135	154	167
candidate707_5	candidate707	107	91	160	141
candidate707_9	candidate707	73	78	82	107
candidate708_1	candidate708	40	51	45	46
candidate708_3	candidate708	30	35	49	21
candidate708_6	candidate708	18	21	18	24
candidate708_9	candidate708	35	37	45	56
candidate709_1	candidate709	29	41	24	57
candidate709_2	candidate709	25	38	33	42
candidate709_4	candidate709	7	7	9	11
candidate709_5	candidate709	1	10	4	9
candidate709_6	candidate709	78	70	88	60
candidate709_9	candidate709	59	54	60	67
candidate710_1	candidate710	75	80	87	83
candidate710_3	candidate710	70	78	96	68
candidate710_4	candidate710	64	69	69	84
candidate710_10	candidate710	27	30	21	30
candidate711_1	candidate711	21	44	8	65
candidate711_2	candidate711	25	39	36	44
candidate711_5	candidate711	12	12	18	15
candidate711_6	candidate711	5	5	6	12
candidate712_1	candidate712	37	30	28	43
candidate712_2	candidate712	8	31	23	39
candidate712_3	candidate712	15	14	27	7
candidate712_4	candidate712	6	15	8	18
candidate714_1	candidate714	42	26	37	32
candidate714_3	candidate714	19	23	33	22
candidate714_6	candidate714	38	23	49	29
candidate714_8	candidate714	9	19	14	9
candidate715_1	candidate715	20	27	22	38
candidate715_3	candidate715	22	22	24	16
candidate715_4	candidate715	8	4	10	17
candidate715_5	candidate715	32	37	49	43
candidate715_9	candidate715	8	10	12	10
candidate717_1	candidate717	12	1	8	4
candidate717_2	candidate717	13	21	12	15
candidate717_3	candidate717	7	22	4	24
candidate717_5	candidate717	56	46	56	50
candidate717_6	candidate717	56	25	43	36
candidate717_7	candidate717	232	246	289	279
candidate718_1	candidate718	145	161	142	156
candidate718_2	candidate718	12	22	22	20
candidate718_3	candidate718	58	50	29	73
candidate718_4	candidate718	40	40	29	42
candidate719_1	candidate719	248	186	233	209
candidate719_4	candidate719	22	46	37	33
candidate719_8	candidate719	27	21	13	32
candidate720_1	candidate720	7	19	5	12
candidate720_2	candidate720	44	47	21	52
candidate720_5	candidate720	0	0	0	0
candidate720_9	candidate720	0	0	0	0
candidate720_10	candidate720	2	6	3	11
candidate721_1	candidate721	51	55	35	77
candidate721_5	candidate721	37	29	30	40
candidate721_6	candidate721	14	33	24	36
candidate721_9	candidate721	29	24	26	36
candidate721_10	candidate721	14	14	19	27
candidate722_1	candidate722	42	32	46	24
candidate722_2	candidate722	60	41	59	81
candidate722_4	candidate722	41	43	68	64
candidate722_6	candidate722	22	22	9	12
candidate723_1	candidate723	18	26	53	54
candidate723_2	candidate723	3	11	6	11
candidate723_3	candidate723	9	13	8	14
candidate723_5	candidate723	33	26	43	29
candidate723_6	candidate723	4	12	6	23
